# Generated 2020-10-21 by Glenn Larsson (@pro_integritate). Creative Commons Attribution 
2020-10-21, "_721980.exe.bin", -, 5a279d2200e56ed58333f9eb1a730c39, 3f73a5b309ac6b7d61921209fb6803ddaba0ad6f, 19706dbef6f7e19e690e31c562252de04b2fd04e760696485a1fb72e7c20dc3a, 12288:3uwYGr6qJNBsAU4x4bnsow7zlDQwSbGXya4IH:uGrhNBsl4ebjw7RSbG74A,"_721980.exe.bin", Windows executable (MZ), 452110 bytes, nh:968aaa4fd3030f8cf72b033508915810, mh:fb724a3c5ed01cb1b07fd4ed700a9099
2020-10-21, "_730139.exe.bin", -, ef4846192da7b37bb8a7503d23fafa38, 9f19707637218ecb950684397c709f8248822e06, cfade1eb525c381799698bcb0ccf92b56d652d3efcd1ac17fb8d4c478986e56e, 3072:fGgupQaPPPPoo2uGhqOTBC91LtAQuk5zYegbYtS0W7brj2N10O+:5g9d6QYPb70eg+P,"_730139.exe.bin", Windows executable (MZ), 142148 bytes, nh:38ca6d5d1dc07904b970b1049484bf01, mh:df26cdd275b2dd03e601fe145d38d7a1
2020-10-21, "AgentTesla exe", "http://216.170.126.109/ranger.exe", dacefdfdfef6ada17a160e241e48733e, f788ecc2729fdcb5c347ae48a31ce0dac87f6fb8, bdf8d153ed173965818a012259d964676a2e6ee5357685c250f5ba27b3c90fb4, 12288:trPmst5sB9U2iwS1gsxTUpOJscy+gyg8sGgH2KkOHlRvdIe:0st5k9FaqOqcyd8LgHjRvdD,"728643.bin.TMP", Windows executable (MZ), 590336 bytes, nh:952db88978a4adb207c71578e4f7d2c3, mh:b8a125b4feba73a77c6f949272c515d1
2020-10-21, "AgentTesla exe", "http://23.95.13.131/office.exe", 8ac0123ff051b71dacfc4fb69c637ab5, d4d275ed4527fae429d55c7cef9520d310b8c1b4, 46cd81c55aa852ff497dc45e1a90cad856697c04133c63a12c0f4ba2cd2a4e56, 12288:kcA5WfOZ6rMec4a6pe61yD8iGA30IzQ7LTBA9VWqK1uzBQQ8REf6:2kTrK4a6AcyDd30Izm3BAnWqSyB98R26,"728649.bin.TMP", Windows executable (MZ), 603136 bytes, nh:5c132f68ab77c57699585342ff33350f, mh:b8a125b4feba73a77c6f949272c515d1
2020-10-21, "AgentTesla exe", "http://awa-kenya.com/Img/ABU.exe", f665e72bb4a682ea933f9d2bf692e601, aef06412909cb31b9816af5bb1f1b26979413e92, 2224faed60a821d88e78b3cdbf91fef22a0e8c7e22e6cdacb9e0242e248c28f6, 6144:JI+Ou7mTpppppppppppppppppppppppppppppppppppppppppppppppppppppppH:JIK7,"727618.bin.TMP", Windows executable (MZ), 855552 bytes, nh:934dd0b04463cef003eaa24deda2e5ff, mh:34aa34197398f98a1ef0a2d2cb4df192
2020-10-21, "AgentTesla exe", "http://awa-kenya.com/Img/CKC.exe", f665e72bb4a682ea933f9d2bf692e601, aef06412909cb31b9816af5bb1f1b26979413e92, 2224faed60a821d88e78b3cdbf91fef22a0e8c7e22e6cdacb9e0242e248c28f6, 6144:JI+Ou7mTpppppppppppppppppppppppppppppppppppppppppppppppppppppppH:JIK7,"727627.bin.TMP", Windows executable (MZ), 855552 bytes, nh:934dd0b04463cef003eaa24deda2e5ff, mh:34aa34197398f98a1ef0a2d2cb4df192
2020-10-21, "AgentTesla exe", "http://awa-kenya.com/Img/MLY.exe", c9ae084eedb7290dcdf94b4130c22472, 8f443f6a87f31df75a0109e9b8a70ccb2c36c32d, d46716704ac59493eefe2513b655111fe0ff9462a4f149f41cc784b6020a2ff4, 12288:oDY5TsVISCVk+MR291Rg3dLKeg3ex36A1wLHPU0hSsPsAuI/EkHp+jv:YIzVPi1nwpSsPbnJs,"727630.bin.TMP", Windows executable (MZ), 661504 bytes, nh:1673964f3876a4ec86f550bc6810ea74, mh:9637fc5f8e930aeacc1cc99463cf95c5
2020-10-21, "AgentTesla exe", "http://awa-kenya.com/Img/UDI.exe", bccbee1d7f5218b0ee85bb87690f84e2, 0de3634917d8dd7d84567b2cbedd4288cf968327, e6875e057f40d2ab7de8e6c23dc193e64571aafbb4eb456b45727eb444a93c76, 3072:mnjDj/sPGBd03M8hCWVRvK50Zrx20K68JXtQpW5YAloliAim0MuoM9bsg7ZQ+Giu:mjDDsPGPsFTVRvK5Cr,"727633.bin.TMP", Windows executable (MZ), 867328 bytes, nh:117ad5527928064e5483e593f53cc5c2, mh:18e8f41b810e540221e6b3fb3010858a
2020-10-21, "bashlite elf gafgyt", "http://192.3.155.101/becauseiamcutlikethat.ppc", 1f19dfbbb575769d9f905e6e47c1fc53, c566f0a8d15b61bd1641dbfea07ba0e211a28d57, aeeb32df4130eace30bd6bccd7279947109713ed9a2b449d09a38461bd257686, 768:GUlctgo3ekTdcFCcoeE9AoT3v5bBBqpRqAZH0R3plnic/8jA4uVcqgw02NWXa2JR:MWo5TdmL2AonKlUR3pln5804u+qgw064,"727899.bin.TMP", Linux executable (ELF), 35744 bytes, -, -
2020-10-21, "bashlite elf gafgyt", "http://192.3.155.101/butitsnecessary.arm4", 7c6f505db5cd8297a47131482f64323d, 74eeb8256a1609cc714e3fff749c933c6d774498, 913c950a550b7ea98de751de7cb8dd16fd56431d394f626e84d365ef7208e7c1, 768:+9f80RqOwV/xN3hqMI2BsokIbW+CAh2i7HBZCDmT+3UlzWby8jYSwNpEv:+9f8EwhxxJsVIbUAD7HkcwjYhpEv,"727901.bin.TMP", Linux executable (ELF), 38816 bytes, -, -
2020-10-21, "bashlite elf gafgyt", "http://192.3.155.101/butmortemontop.arm5", 6a92162aa2bdaed7597cad0e8f03b22a, d58b1e055349afe34cc620b7a0877845c41f9254, 3bd2012508a07ac631b972aa55298d65546f001788adbb1caa2106de796fff0d, 768:yzxQKKqdDkDBcpUtGFYQmj8tuR13UtENoonpXDZOv8p:qtYDB/twBtuTpF+g,"727900.bin.TMP", Linux executable (ELF), 36564 bytes, -, -
