# Generated 2020-06-18 by Glenn Larsson (@pro_integritate). Creative Commons Attribution 
2020-06-18, "_2020-06-18_nanocore.exe.bin", -, b35865915fcedd4ec170bdf87e166cb2, 214e69c99519beb3fc742f54fe777bd36a94de17, 0a2734857ca5d26ca4e6fd907472ec68dd756bf1bebfb48c7987795b013db922, 12288:2zvyFcE4IMkvtlLnUHRyC0ZQXO7dEkPopRfQkxl2Lk+aH7Ogu:8GcUvtGoC02Ohz45Qkxl2ln,"_2020-06-18_nanocore.exe.bin", Windows executable (MZ), 772096 bytes, nh:e457fbae1dd166a0c89d244ac03f4e93, -
2020-06-18, "_2020-06-18_Trickbot_opendir_1000a01938abgs.exe.bin", -, 41742e53f7ea997907ea4e2dd376d64a, fa10c68ea3561a3c0fdf315e867bc522ab3d0f95, 87d22599e882f416f816602a50ea247d4e44eab43d8860ac5f254f1989c0e3f4, 6144:gIWQeCCxoCa4EzEuP3K95X0H2kOU3vkjD8m3BZbyqP2X/Y:gIWQsoCaJr/Kjo8jD8EP2w,"_2020-06-18_Trickbot_opendir_1000a01938abgs.exe.bin", Windows executable (MZ), 337207 bytes, rh:6a5e5d8750a2e78f34698f20c16a2619, mh:84ad0d9d2749f626cdbba75c4536f093
2020-06-18, "_2020-06-18_Trickbot_opendir_1001a01938abgs.exe.bin", -, b2d93a4d6ff5131c0aafc5554de5187e, fddd98f5a841533cff92ffe738b3c99a9b3f09b1, eadca7a0a57fd5d2fa9928506c8206e944639bbd857a79af8de9eb97b3d7eef4, 6144:gIWQeCCxoCa4EzEuP3K95X0H2kOU3vkjD8m3BZbyqP2X/e:gIWQsoCaJr/Kjo8jD8EP2W,"_2020-06-18_Trickbot_opendir_1001a01938abgs.exe.bin", Windows executable (MZ), 337288 bytes, rh:6a5e5d8750a2e78f34698f20c16a2619, mh:84ad0d9d2749f626cdbba75c4536f093
2020-06-18, "_2020-06-18_Trickbot_opendir_1002a01938abgs.exe.bin", -, e7e576f080f02338200b01aeb1fccc9d, a7d0d7d7207475bc04960ae2582383b7cbe1ba37, 4e92cb1a03d86cc9d8701013ace8dd2dc56fbd4596ffc0914e06ea9a148ca7c7, 6144:gIWQeCCxoCa4EzEuP3K95X0H2kOU3vkjD8m3BZbyqP2X/l:gIWQsoCaJr/Kjo8jD8EP2N,"_2020-06-18_Trickbot_opendir_1002a01938abgs.exe.bin", Windows executable (MZ), 337059 bytes, rh:6a5e5d8750a2e78f34698f20c16a2619, mh:84ad0d9d2749f626cdbba75c4536f093
2020-06-18, "_2020-06-18_Trickbot_opendir_1003a01938abgs.exe.bin", -, e4b6e028e5cc8b03aa3689e67dfc5653, f19b0795d88b449c1cb0029eb094a0d40e64337b, 211bd72338ce0fb76edc1112f59ed7a4c3ab2dea645b673c326189d71e02eb2e, 6144:gIWQeCCxoCa4EzEuP3K95X0H2kOU3vkjD8m3BZbyqP2X/o:gIWQsoCaJr/Kjo8jD8EP2g,"_2020-06-18_Trickbot_opendir_1003a01938abgs.exe.bin", Windows executable (MZ), 337332 bytes, rh:6a5e5d8750a2e78f34698f20c16a2619, mh:84ad0d9d2749f626cdbba75c4536f093
2020-06-18, "_2020-06-18_Trickbot_opendir_1005a01938abgs.exe.bin", -, 3152d0dab64366975c2f34a122d083d8, e8b567b2b17774153eb09b332c895d4ce71146df, a6a647b5e51f0de41a6a92922d5228c5decd8eead92d83ebaa2f1cd8c6c7cba4, 6144:gIWQeCCxoCa4EzEuP3K95X0H2kOU3vkjD8m3BZbyqP2X/n:gIWQsoCaJr/Kjo8jD8EP2/,"_2020-06-18_Trickbot_opendir_1005a01938abgs.exe.bin", Windows executable (MZ), 337154 bytes, rh:6a5e5d8750a2e78f34698f20c16a2619, mh:84ad0d9d2749f626cdbba75c4536f093
2020-06-18, "_2020-06-18_Trickbot_opendir_1006a01938abgs.exe.bin", -, 5ad21035590a66d96c6b450044ad5599, 80e59a91265d8b97968d3baac80ff3de412c3d29, 86c333d4a2350713b6a5ce254ee7fbc56a27fc15ba15a2a367ebdd4fc221cc22, 6144:gIWQeCCxoCa4EzEuP3K95X0H2kOU3vkjD8m3BZbyqP2X/a:gIWQsoCaJr/Kjo8jD8EP2S,"_2020-06-18_Trickbot_opendir_1006a01938abgs.exe.bin", Windows executable (MZ), 337301 bytes, rh:6a5e5d8750a2e78f34698f20c16a2619, mh:84ad0d9d2749f626cdbba75c4536f093
2020-06-18, "_2020-06-18_Trickbot_opendir_1007a01938abgs.exe.bin", -, 419b40160d4e5cf47dc0f43335954db1, fdcd156e93120dad87f980e96d867203d19c9ff6, a87d2b1a426beb5c3b302771625423daaa3a53f4a15581d49c24fbc5d345fc47, 6144:gIWQeCCxoCa4EzEuP3K95X0H2kOU3vkjD8m3BZbyqP2X/7:gIWQsoCaJr/Kjo8jD8EP2D,"_2020-06-18_Trickbot_opendir_1007a01938abgs.exe.bin", Windows executable (MZ), 337295 bytes, rh:6a5e5d8750a2e78f34698f20c16a2619, mh:84ad0d9d2749f626cdbba75c4536f093
2020-06-18, "_2020-06-18_Trickbot_opendir_1008a01938abgs.exe.bin", -, 2c08cda6154ab7347a615d0b5999bef6, 5e716f7ac55f266ffa23657d34716ede73668e16, ad9701bca334bbc048445d97ffe4dacd9a2350ec2b407ab12c51e3d8175df92f, 6144:gIWQeCCxoCa4EzEuP3K95X0H2kOU3vkjD8m3BZbyqP2X/h:gIWQsoCaJr/Kjo8jD8EP2p,"_2020-06-18_Trickbot_opendir_1008a01938abgs.exe.bin", Windows executable (MZ), 337360 bytes, rh:6a5e5d8750a2e78f34698f20c16a2619, mh:84ad0d9d2749f626cdbba75c4536f093
2020-06-18, "_2020-06-18_Trickbot_opendir_1009a01938abgs.exe.bin", -, 07c27023fa6631d8f922edc1f7019f4c, f4abd4c5658221781257564ebfaa88b89b5ade99, a22bb19d58dede775d486005506dcf03b9948e3fad0e80521ff3fd53c60569c7, 6144:gIWQeCCxoCa4EzEuP3K95X0H2kOU3vkjD8m3BZbyqP2X/s:gIWQsoCaJr/Kjo8jD8EP20,"_2020-06-18_Trickbot_opendir_1009a01938abgs.exe.bin", Windows executable (MZ), 337276 bytes, rh:6a5e5d8750a2e78f34698f20c16a2619, mh:84ad0d9d2749f626cdbba75c4536f093
2020-06-18, "_2020-06-18_Trickbot_opendir_100a01938abgs.exe.bin", -, 6a1425eb45e0caddc7df898df9b3242f, 7b433285a933517604fdad0a742f12afb02d6a19, 2ff0108c4b52563f583d78827703bb21695442717311aaf83d3dccbc24668ea7, 6144:gIWQeCCxoCa4EzEuP3K95X0H2kOU3vkjD8m3BZbyqP2X/N:gIWQsoCaJr/Kjo8jD8EP2l,"_2020-06-18_Trickbot_opendir_100a01938abgs.exe.bin", Windows executable (MZ), 337312 bytes, rh:6a5e5d8750a2e78f34698f20c16a2619, mh:84ad0d9d2749f626cdbba75c4536f093
