# Generated 2021-02-28 by Glenn Larsson (@pro_integritate). Creative Commons Attribution 
2021-02-26, "DanaBot exe", "http://134.119.186.216/bull.exe", 03b1daa2ee50da70c70c779b7471f492, dfccc553dd00dee74dc212373a82cae24e2648b5, a954e03d2300786bf77ab0caab269c05b75c34d62e0497979bfbb6919befcff5, 98304:H/v3r6gMGjrn5idcLNhqKM1gFxjLU0cLSSmzJ2I5Z0G1DXmQ8ADPVcp5YqHPAjcI:Hr2YTLM1grjLehBI7zXnDPG5YqHycI1D,"1033404.bin.TMP", Windows executable (MZ), 6272000 bytes, nh:f981be6cbc19c0e15dd48d1615866d9c, -
2021-02-26, "DanaBot", "http://arizonacruz.com/etc/download.php", 07f79b595254bd60ccec7561e858de35, 6199b33c52351cdc5d6cd1b61bb9f3602c9eb799, dbd9cfa3d9b4e482ee79e7726e95168a5e27bb0482a0e4744a1e1c56d75f1c32, 786432:2CsGy/14s3GTWmOInRZlFVmqRUS+rIlO6QudJo2gZY8:dxy/1tXmOIRZlFD+V6QudJoHT,"1033402.bin.TMP", Windows executable (MZ), 29535512 bytes, nh:e457fbae1dd166a0c89d244ac03f4e93, mh:65fdc06845b02afab1ba6123c86d8294
2021-02-26, "dll mon80 Trickbot", "http://195.123.220.220/uploads/files/mon80.dll", 3cee87ebc7068a187eb004eb95f98bcd, 80621efcaaf5ed4c1fce32add111aa532f6b4efe, 73549c17c4437c811e33b8dc51694b8d4f0f78f0ddf4019b3158b904a2d2b94d, 12288:YJmUwNGS5uURcJjYZQA9t4jgjwaPvWl4hVc6:GmnNCjYqnjNIWl4hVc,"1034620.bin.TMP", Windows executable (MZ), 479744 bytes, nh:8b3cef99daa1babcc58f31f374b61e91, mh:d9d1c2bfb94490f9f86891f1c6fde107
2021-02-26, "dll mon81 Trickbot", "http://195.123.220.220/uploads/files/mon81.dll", b01f4d6e58860cbfbad674024ae98af0, 93919c4013bb080986a298e589729437751c0514, c7186def2bb6152289700ba76f681460138d28885aaad97ad3fdb7023be57bdf, 12288:RJmUwNGS5uURciR8V5erEzMU1DhyDStZFI6:7mnNFR8FfyuX+,"1034621.bin.TMP", Windows executable (MZ), 480256 bytes, nh:970a563cf5705cbc18b2feb44fb5112b, mh:d9d1c2bfb94490f9f86891f1c6fde107
2021-02-26, "dll mon82 Trickbot", "http://195.123.222.26/uploads/files/mon82.dll", c6e8053b71cc7a923f038d41ee8a5784, ed67c104aa5b89cecdee6897d0338584bb9571e8, bbb3583babc9a0957ab8871630cb2b085c82943d0fedfc258b8be4343f0fa1fa, 12288:QJmUwNGS5uURcQTticFX3xTjldqRrZHikO151k6:+mnNDdFHpZ4RZ81o,"1033379.bin.TMP", Windows executable (MZ), 481280 bytes, nh:a8d672104ac926e698370b9ef3c38f34, mh:d9d1c2bfb94490f9f86891f1c6fde107
2021-02-26, "dll mon83 Trickbot", "http://195.123.222.26/uploads/files/mon83.dll", 43b696b4c1b2dd7adc4709b5f8d3deb1, 97d14baad94146524c30055e073691df9da7bb51, 0a5ae02e5ce41ec8c4be639ef562d00ae5a6aa717d061de6b0e7f133c8b84268, 12288:/JmUwNGS5uURcUOVZr6DPQXqCgAjW+K6/kc6:BmnNzOfr6DmqCgAyl6/B,"1033378.bin.TMP", Windows executable (MZ), 480768 bytes, nh:3d70f11a59213d0025ef8b251694060d, mh:d9d1c2bfb94490f9f86891f1c6fde107
2021-02-26, "dll mon84 Trickbot", "http://195.123.222.26/uploads/files/mon84.dll", aee1919215c9f7d29dc4e09f1a864087, 198566e91afe9158a1e4899012a70a2f83d83f5c, d796e620acae3b0c65e2b9226c3fe3726b5441c879ba622cbc46b68c997e3acc, 6144:ZZJmUwNGzjS/h5uURcAORZb9UrThYmLkX3di93QPqfRpJ9AbfVptKTgSDje:DJmUwNGS5uURcFuL6QAyrzAb9ptKEw6,"1033380.bin.TMP", Windows executable (MZ), 481280 bytes, nh:7af616da3c3e7f7ccd1c582a3bbff34f, mh:d9d1c2bfb94490f9f86891f1c6fde107
2021-02-26, "dll mon89 Trickbot", "http://195.123.222.26/uploads/files/mon89.dll", cc840b676f30f145c6f9083561beaea4, b64b30241b75b50d29ff9f7edf5adc2076e6a4d9, 7324a1f8a81a20ab639fd1a93288c219ece1adad7c9ba9b934199a4b6debc7a1, 12288:MD3OJc3A4jSMNkNLJxImKT7udOCDZ9rpGhTWFqZ1fWCKpR/bUfQ8t+3zwigJ/7ci:k3OJc3A42qDFl28G7,"1033381.bin.TMP", Windows executable (MZ), 700416 bytes, rh:4ae127d203b2e3b5ac80e3b8b4afa3e3, mh:ab893b7da07d82ff3791a31b94ac80bc
2021-02-26, "doc", "https://files.viowi.org/updates/real/unreal/ms.doc", 40f29a4e81362d9a05688a5eb279bcd6, 98bacf0e21570110c64672dd8f666f6490f28faa, a6d83d134a7fdc7dafdddfdb8b5f0e8a41d3396d02915fb0beef7f2d3a7025bc, 384:h8iSsqdg1vA94SdVAB3B/jbc6i/OnFhDYK/IMbpecuZue+Gv1UYs+RRVY8tVqrsJ:G+1o9nabPnFlRXDJGG1+dYIXww9XQBV,"1032166.bin.TMP", MSI or Microsoft Office Legacy (DOC PPT XLS), 70144 bytes, -, -
2021-02-26, "elf mirai", "http://192.3.117.247/bins/sora.spc", 91e30ef6789f36d539daa1f368cbda1a, a3010094f4c5c912f71b7e666bff0fe3a49ac300, 259674c7cb02a019e9c00c7aef630d2bf753dc1e74d026424b5150c9bf8fa0db, 768:HIok7fvzzgPPgcSRStKM6Ws3Qh31b6dCRSkkS+nO+9qPJIlL:HITnvgPPgcqStr6v3Gb1w79a0,"1033367.bin.TMP", Linux executable (ELF), 58368 bytes, -, -
2021-02-26, "elf", "http://192.3.117.247/bins/sora.arm", e97e31fcc41e6a29a93d1cbc0291934c, 19271bcdbaa87ba7f5356f85cfbb712cea90ce5a, d1fe768424bcc65f76a3146db7a79f9012fad9c877e4f3be2592cd2c7db3460a, 768:KnwIUBDRyXrKTzO41Zu5uEBwvVI2Q1rijhIqkJSULwCVy/rCxHghW1/Kw/tH0e7R:zINrKlC2YiIJ8fhWfq5th2cMtU,"1032192.bin.TMP", Linux executable (ELF), 51472 bytes, -, -
